Id,Weekly_Sales
25_92_2013-04-26,36014.54299383929
25_92_2013-05-03,37063.22644607144
25_92_2013-05-10,36971.096241904765
25_92_2013-05-17,38161.44908839283
25_92_2013-05-24,38817.99847638888
25_92_2013-05-31,36570.18519126985
25_92_2013-06-07,36623.639311597246
25_92_2013-06-14,38185.3685681746
25_92_2013-06-21,36511.82872315477
25_92_2013-06-28,37761.728651130994
25_92_2013-07-05,35203.709181636914
25_92_2013-07-12,36219.60880994048
25_92_2013-07-19,36414.70246279762
25_92_2013-07-26,35477.74528624998
25_93_2012-11-02,606.3603339880955
25_93_2012-11-09,604.3028165476192
25_93_2012-11-16,698.1623966666668
25_93_2012-11-23,718.6747308333336
25_93_2012-11-30,664.8182219047623
25_93_2012-12-07,630.8109704761906
25_93_2012-12-14,590.3459747619052
25_93_2012-12-21,565.3891170833333
25_93_2012-12-28,531.855180773809
25_93_2013-01-04,660.9602144047624
25_93_2013-01-11,594.2622116666669
25_93_2013-01-18,780.2350722023808
25_93_2013-01-25,761.9076164880951
25_93_2013-02-01,753.2870846428573
25_93_2013-02-08,673.1161344642858
25_93_2013-02-15,713.8649270238093
25_93_2013-02-22,728.9751434226193
25_93_2013-03-01,640.174851081349
25_93_2013-03-08,584.3952357738094
25_93_2013-03-15,630.7396895238094
25_93_2013-03-22,586.6199677380948
25_93_2013-03-29,612.8943870833339
25_93_2013-04-05,609.3889745238099
25_93_2013-04-12,622.6333981448417
25_93_2013-04-19,703.6195806547619
25_93_2013-04-26,690.791352554113
25_93_2013-05-03,749.8091742261898
25_93_2013-05-10,715.8099638988092
25_93_2013-05-17,854.9393345238094
25_93_2013-05-24,1132.5872592261899
25_93_2013-05-31,1183.7274113690473
25_93_2013-06-07,1011.2613523809529
25_93_2013-06-14,978.4105024107143
25_93_2013-06-21,928.4469513690478
25_93_2013-06-28,1091.9568735119046
25_93_2013-07-05,1278.513150952382
25_93_2013-07-12,1009.0859861309528
25_93_2013-07-19,881.5034332142857
25_93_2013-07-26,838.7511411309516
25_94_2012-11-02,2012.0305144047618
25_94_2012-11-09,2333.5537068452386
25_94_2012-11-16,2482.23641955357
25_94_2012-11-23,2087.1308421726203
25_94_2012-11-30,2158.2112953869055
25_94_2012-12-07,1785.7156349404756
25_94_2012-12-14,2047.1561626785715
25_94_2012-12-21,2318.3563565476184
25_94_2012-12-28,1599.7686384821423
25_94_2013-01-04,3084.1341102380966
25_94_2013-01-11,3052.713773333331
25_94_2013-01-18,3236.4820129166637
25_94_2013-01-25,2641.2199435119037
25_94_2013-02-01,2744.971304404761
25_94_2013-02-08,2279.02212892857
25_94_2013-02-15,4640.705842172625
25_94_2013-02-22,1840.074962142858
25_94_2013-03-01,2270.4227252976198
25_94_2013-03-08,3509.8472498809506
25_94_2013-03-15,2278.7335867857146
25_94_2013-03-22,1569.0821265674608
25_94_2013-03-29,2604.3068030158734
25_94_2013-04-05,1789.6533491071427
25_94_2013-04-12,1919.5261489285717
25_94_2013-04-19,1401.8507358333334
25_94_2013-04-26,3009.378669523807
25_94_2013-05-03,2277.9269568452382
25_94_2013-05-10,3113.4286252083325
25_94_2013-05-17,2454.493696428571
25_94_2013-05-24,2929.3400905952385
25_94_2013-05-31,2405.0260194642865
25_94_2013-06-07,1570.6073810119046
25_94_2013-06-14,1644.7705237202383
25_94_2013-06-21,1827.088639702381
25_94_2013-06-28,3009.668572916669
25_94_2013-07-05,2489.1164438095225
25_94_2013-07-12,2748.495451190475
25_94_2013-07-19,2764.730310416665
25_94_2013-07-26,2273.335156458334
25_95_2012-11-02,39440.742527500035
25_95_2012-11-09,39589.440907083386
25_95_2012-11-16,40571.234802083345
25_95_2012-11-23,38385.37195827383
25_95_2012-11-30,39531.87601708333
25_95_2012-12-07,40923.10806666665
25_95_2012-12-14,41210.42321749998
25_95_2012-12-21,43534.631223273806
25_95_2012-12-28,34473.03764952381
25_95_2013-01-04,37409.94198083333
25_95_2013-01-11,39164.73127601191
25_95_2013-01-18,39463.82454940477
25_95_2013-01-25,40268.36718333334
25_95_2013-02-01,43224.68312517857
25_95_2013-02-08,39624.671707500005
25_95_2013-02-15,38714.93472491073
25_95_2013-02-22,38551.05831342261
25_95_2013-03-01,40050.775042757945
25_95_2013-03-08,39330.23928946424
25_95_2013-03-15,40243.588959384906
25_95_2013-03-22,40915.36754898807
25_95_2013-03-29,41243.875014345256
25_95_2013-04-05,41569.179923124975
25_95_2013-04-12,43673.40708099024
25_95_2013-04-19,45213.20982357144
25_95_2013-04-26,42519.84275583331
25_95_2013-05-03,43890.897232767864
25_95_2013-05-10,44503.53324636906
25_95_2013-05-17,45790.11210327381
25_95_2013-05-24,52511.65621720238
25_95_2013-05-31,51559.99122928572
25_95_2013-06-07,49747.16410723214
25_95_2013-06-14,51372.850287172594
25_95_2013-06-21,51720.627044642846
25_95_2013-06-28,52800.07237840275
25_95_2013-07-05,50732.87968096228
25_95_2013-07-12,49719.85879401784
25_95_2013-07-19,48607.79377366071
25_95_2013-07-26,46377.432069464296
25_97_2012-11-02,2724.8260824999998
25_97_2012-11-09,2775.6621324999996
25_97_2012-11-16,2741.1901229166688
25_97_2012-11-23,2595.4085533333337
25_97_2012-11-30,2781.794606250002
25_97_2012-12-07,2952.8431641666666
25_97_2012-12-14,3074.9048274999996
25_97_2012-12-21,3123.8863088095245
25_97_2012-12-28,2551.7001471428557
25_97_2013-01-04,2628.8861695833352
25_97_2013-01-11,2700.0395587500007
25_97_2013-01-18,2700.010609583334
25_97_2013-01-25,2568.981275416664
25_97_2013-02-01,2851.4723022023795
25_97_2013-02-08,2676.5242972916662
25_97_2013-02-15,2556.360835069445
25_97_2013-02-22,2401.1233759325396
25_97_2013-03-01,2507.1996473214294
25_97_2013-03-08,2437.7487796825417
25_97_2013-03-15,2374.8737374702364
25_97_2013-03-22,2544.5790650595227
25_97_2013-03-29,2498.496705208331
25_97_2013-04-05,2481.98613003968
25_97_2013-04-12,2550.4496455357157
25_97_2013-04-19,2667.074531309526
25_97_2013-04-26,2526.7902767261894
25_97_2013-05-03,2647.864832083333
25_97_2013-05-10,2757.076245386903
25_97_2013-05-17,2737.8515578571414
25_97_2013-05-24,3070.0950438690493
25_97_2013-05-31,3035.617874166668
25_97_2013-06-07,2878.92270595238
25_97_2013-06-14,3042.6245292857134
25_97_2013-06-21,3019.410231249998
25_97_2013-06-28,2933.3592791666647
25_97_2013-07-05,2986.1618129166645
25_97_2013-07-12,2662.532935833334
25_97_2013-07-19,2546.66260184524
25_97_2013-07-26,2448.4276612797617
25_98_2012-11-02,509.08844499999964
25_98_2012-11-09,691.3385624999995
25_98_2012-11-16,719.8068444047617
25_98_2012-11-23,864.5687897222224
25_98_2012-11-30,874.6727179166668
25_98_2012-12-07,1060.6387237500007
25_98_2012-12-14,1008.7704082142851
25_98_2012-12-21,1211.4417650000012
25_98_2012-12-28,714.4997608928576
25_98_2013-01-04,431.1467021428572
25_98_2013-01-11,458.2451423214283
25_98_2013-01-18,677.6071097619049
25_98_2013-01-25,646.9809054166662
25_98_2013-02-01,646.945357380952
25_98_2013-02-08,678.8133923214285
25_98_2013-02-15,629.2026438392859
25_98_2013-02-22,550.739872857143
25_98_2013-03-01,550.0388192261905
25_98_2013-03-08,596.5267670238092
25_98_2013-03-15,508.1479916666668
25_98_2013-03-22,493.51577716269856
25_98_2013-03-29,837.5762201388889
25_98_2013-04-05,663.5657726785714
25_98_2013-04-12,410.60236690476177
25_98_2013-04-19,538.1925729761907
25_98_2013-04-26,568.4965309956708
25_98_2013-05-03,515.6304573511904
25_98_2013-05-10,713.3783031547625
25_98_2013-05-17,680.8155948214285
25_98_2013-05-24,765.227496111111
25_98_2013-05-31,755.3262655158727
25_98_2013-06-07,832.4665569345233
25_98_2013-06-14,529.6296957440477
25_98_2013-06-21,535.6989866666665
25_98_2013-06-28,949.4902354166657
25_98_2013-07-05,573.1900167162698
25_98_2013-07-12,582.1819379761906
25_98_2013-07-19,625.0760864285712
25_98_2013-07-26,523.6412366765871
25_99_2012-11-30,874.6727179166668
25_99_2012-12-21,1211.4417650000012
26_1_2012-11-02,27848.63280125001
26_1_2012-11-09,16712.881799047616
26_1_2012-11-16,16090.935291428566
26_1_2012-11-23,17529.52529988096
26_1_2012-11-30,19422.705015416665
26_1_2012-12-07,28553.031188898807
26_1_2012-12-14,37080.711121309505
26_1_2012-12-21,46976.8359713393
26_1_2012-12-28,18359.892497500008
26_1_2013-01-04,13259.33201916667
26_1_2013-01-11,12818.435666666668
26_1_2013-01-18,13228.022693630948
26_1_2013-01-25,14219.919427499999
26_1_2013-02-01,17728.264289821425
26_1_2013-02-08,24739.634357083356
26_1_2013-02-15,28268.61101752978
26_1_2013-02-22,15972.298211567471
26_1_2013-03-01,17462.145808174595
26_1_2013-03-08,17626.23254979167
26_1_2013-03-15,18252.67017104167
26_1_2013-03-22,18766.550437619047
26_1_2013-03-29,26283.58331958333
26_1_2013-04-05,31997.76020321426
26_1_2013-04-12,21339.45952690477
26_1_2013-04-19,21279.972438988098
26_1_2013-04-26,18204.589587932896
26_1_2013-05-03,15743.975997857138
26_1_2013-05-10,16082.693906607134
26_1_2013-05-17,15436.911608402772
26_1_2013-05-24,15759.713222440469
26_1_2013-05-31,15623.361104821428
26_1_2013-06-07,15871.892467589281
26_1_2013-06-14,15979.375605178586
26_1_2013-06-21,15723.622342896822
26_1_2013-06-28,16105.613510595238
26_1_2013-07-05,17763.892224246043
26_1_2013-07-12,16714.326130000012
26_1_2013-07-19,16150.04915208333
26_1_2013-07-26,16462.368578839283
26_2_2012-11-02,25922.026814642857
26_2_2012-11-09,26805.142631309525
26_2_2012-11-16,24317.008882619026
26_2_2012-11-23,26183.18003047617
26_2_2012-11-30,26769.178616666657
26_2_2012-12-07,31435.817749583362
26_2_2012-12-14,33958.370804166654
26_2_2012-12-21,46141.23742041671
26_2_2012-12-28,26103.582747678585
26_2_2013-01-04,23163.19855107143
26_2_2013-01-11,22245.06508062501
26_2_2013-01-18,22725.224178125012
26_2_2013-01-25,22404.728796250005
26_2_2013-02-01,24866.26202511904
26_2_2013-02-08,26176.185121904768
26_2_2013-02-15,25760.419835533008
26_2_2013-02-22,25398.259368392868
26_2_2013-03-01,26674.54230679563
26_2_2013-03-08,25989.314116011916
26_2_2013-03-15,24791.986791587304
26_2_2013-03-22,24865.35834050596
26_2_2013-03-29,25753.15288845239
26_2_2013-04-05,26071.13152497025
26_2_2013-04-12,24941.16595937501
26_2_2013-04-19,25498.043375327372
26_2_2013-04-26,24210.65026331349
26_2_2013-05-03,25925.457678244053
26_2_2013-05-10,25314.955310029785
26_2_2013-05-17,26463.220392202373
26_2_2013-05-24,26421.642466369038
26_2_2013-05-31,26669.097710119044
26_2_2013-06-07,28012.645870267854
26_2_2013-06-14,28010.984984377712
26_2_2013-06-21,28133.881821428582
26_2_2013-06-28,28647.10641958333
26_2_2013-07-05,29862.804546190466
26_2_2013-07-12,30383.308562619062
26_2_2013-07-19,29097.600331785725
26_2_2013-07-26,29597.44199620419
26_3_2012-11-02,5544.344689583335
26_3_2012-11-09,5969.906638452382
26_3_2012-11-16,5943.97733041667
26_3_2012-11-23,8245.374545952389
26_3_2012-11-30,7852.42303821429
26_3_2012-12-07,8893.034536547613
26_3_2012-12-14,10940.581634166658
26_3_2012-12-21,14168.996497380951
26_3_2012-12-28,6386.9437012499975
26_3_2013-01-04,7348.288595297625
26_3_2013-01-11,7069.257181785721
26_3_2013-01-18,6999.668886904766
26_3_2013-01-25,7557.356037321422
26_3_2013-02-01,7594.742396984128
26_3_2013-02-08,7117.343713124998
26_3_2013-02-15,6266.437170476192
26_3_2013-02-22,5951.2743426488105
26_3_2013-03-01,5885.101158680558
26_3_2013-03-08,5940.793217857139
26_3_2013-03-15,5732.73851720238
26_3_2013-03-22,5571.204598214284
26_3_2013-03-29,5201.831129166662
26_3_2013-04-05,5730.177881607147
26_3_2013-04-12,5448.111211577382
26_3_2013-04-19,5426.858550476187
26_3_2013-04-26,5038.624492172622
26_3_2013-05-03,5761.912201309526
26_3_2013-05-10,5186.743865625004
26_3_2013-05-17,5334.675448452379
26_3_2013-05-24,5164.755829880952
26_3_2013-05-31,5065.588006001983
26_3_2013-06-07,5270.8769404761915
26_3_2013-06-14,5115.436924146828
26_3_2013-06-21,4841.535483957428
26_3_2013-06-28,5554.135859027772
26_3_2013-07-05,5218.528924999998
26_3_2013-07-12,6477.6226882638875
26_3_2013-07-19,7172.942149444447
26_3_2013-07-26,8791.265276646827
26_4_2012-11-02,23981.922319166664
26_4_2012-11-09,24784.35618020832
26_4_2012-11-16,23278.85604577382
26_4_2012-11-23,23950.493725000004
26_4_2012-11-30,24174.599450000005
26_4_2012-12-07,23847.14486755952
26_4_2012-12-14,23210.424698333325
26_4_2012-12-21,27271.02517208332
26_4_2012-12-28,22360.737602142875
26_4_2013-01-04,24949.11545375001
26_4_2013-01-11,22333.19450404761
26_4_2013-01-18,22080.398805416673
26_4_2013-01-25,21039.235962916646
26_4_2013-02-01,23820.70398158731
26_4_2013-02-08,23573.143475674606
26_4_2013-02-15,22230.319990416665
26_4_2013-02-22,21955.29652041668
26_4_2013-03-01,23633.374141428565
26_4_2013-03-08,22150.28639994048
26_4_2013-03-15,21651.27425083333
26_4_2013-03-22,21731.144597410697
26_4_2013-03-29,22239.528378482162
26_4_2013-04-05,23525.325186269845
26_4_2013-04-12,21791.80496555554
26_4_2013-04-19,22522.307985456355
26_4_2013-04-26,22107.00932807538
26_4_2013-05-03,24378.870482767863
26_4_2013-05-10,23470.688297023822
26_4_2013-05-17,23612.052608720234
26_4_2013-05-24,24762.635432539668
26_4_2013-05-31,25073.84313363095
26_4_2013-06-07,26434.931805238106
26_4_2013-06-14,24910.80761297619
26_4_2013-06-21,24886.851334087307
26_4_2013-06-28,26611.408746349185
26_4_2013-07-05,28515.496096220235
26_4_2013-07-12,27349.70400757936
26_4_2013-07-19,26307.40276886364
26_4_2013-07-26,26813.76728296627
26_5_2012-11-02,18537.96173184526
26_5_2012-11-09,22204.173480535705
26_5_2012-11-16,20001.32666244048
26_5_2012-11-23,60875.339805952404
26_5_2012-11-30,43121.57381178568
26_5_2012-12-07,34962.592164821406
26_5_2012-12-14,41219.68634708332
26_5_2012-12-21,60409.97004374996
26_5_2012-12-28,28464.034159940493
26_5_2013-01-04,16241.861630000007
26_5_2013-01-11,12937.834630297626
26_5_2013-01-18,12834.002924999992
26_5_2013-01-25,13642.865070773809
26_5_2013-02-01,19730.020338392875
26_5_2013-02-08,22391.476554077388
26_5_2013-02-15,22699.34890889881
26_5_2013-02-22,18932.391560357148
26_5_2013-03-01,19433.69201065477
26_5_2013-03-08,19486.829444345247
26_5_2013-03-15,17793.22771505952
26_5_2013-03-22,17587.669460952377
26_5_2013-03-29,17020.616112321404
26_5_2013-04-05,17262.819153035707
26_5_2013-04-12,14172.599928031144
26_5_2013-04-19,14784.342618244049
26_5_2013-04-26,12482.189199920638
26_5_2013-05-03,12491.207674781746
26_5_2013-05-10,11809.94170738096
26_5_2013-05-17,11170.202537857138
26_5_2013-05-24,9755.025701964289
26_5_2013-05-31,11701.23199788691
26_5_2013-06-07,13572.5253635552
26_5_2013-06-14,13314.568551071432
26_5_2013-06-21,11966.94525865079
26_5_2013-06-28,13215.416666428566
26_5_2013-07-05,12574.569159702374
26_5_2013-07-12,12591.641335982142
26_5_2013-07-19,11655.214462083331
26_5_2013-07-26,12427.490884047622
26_6_2012-11-02,3584.8912931845266
26_6_2012-11-09,3254.589315952383
26_6_2012-11-16,2859.2963977083377
26_6_2012-11-23,22754.047702083357
26_6_2012-11-30,14411.207912083333
26_6_2012-12-07,6156.596385416666
26_6_2012-12-14,8562.041031011904
26_6_2012-12-21,18397.607942976178
26_6_2012-12-28,5265.503223749999
26_6_2013-01-04,2752.49465547619
26_6_2013-01-11,1977.9899381547614
26_6_2013-01-18,1998.1139227380959
26_6_2013-01-25,2743.8598339880928
26_6_2013-02-01,2801.4346680654767
26_6_2013-02-08,3976.335892529764
26_6_2013-02-15,4881.666230000001
26_6_2013-02-22,3305.053518928571
26_6_2013-03-01,3560.6847138690487
26_6_2013-03-08,2937.8543802678582
26_6_2013-03-15,2823.304214642858
26_6_2013-03-22,3471.5743857539655
26_6_2013-03-29,2544.2624609821423
26_6_2013-04-05,4134.253733273807
26_6_2013-04-12,3245.4536304761887
26_6_2013-04-19,3349.6911103373013
26_6_2013-04-26,2382.909439880952
26_6_2013-05-03,3688.7664980952372
26_6_2013-05-10,3536.8288394940464
26_6_2013-05-17,3737.1074020238084
26_6_2013-05-24,4131.8834217063495
26_6_2013-05-31,3744.6606413095224
26_6_2013-06-07,5475.909241696428
26_6_2013-06-14,4794.686229315472
26_6_2013-06-21,4292.429972470239
26_6_2013-06-28,4730.209204999998
26_6_2013-07-05,5106.049502172622
26_6_2013-07-12,5047.47875029762
26_6_2013-07-19,5352.373159761906
26_6_2013-07-26,4646.0696428670635
26_7_2012-11-02,15386.311426488115
26_7_2012-11-09,17816.02025416666
26_7_2012-11-16,18009.98474547617
26_7_2012-11-23,56858.28561547617
26_7_2012-11-30,43416.898530833336
26_7_2012-12-07,42757.29872857143
26_7_2012-12-14,59806.8861309524
26_7_2012-12-21,87009.1749940476
26_7_2012-12-28,20331.000589523825
26_7_2013-01-04,9257.17454916667
26_7_2013-01-11,7733.5829602976155
26_7_2013-01-18,8178.092603809518
26_7_2013-01-25,8022.290394226189
26_7_2013-02-01,11324.35231696429
26_7_2013-02-08,11593.795004642852
26_7_2013-02-15,12864.388669583332
26_7_2013-02-22,11948.45685993056
26_7_2013-03-01,12024.4931629762
26_7_2013-03-08,10566.55510800596
26_7_2013-03-15,12079.052133214285
26_7_2013-03-22,13459.206070446417
26_7_2013-03-29,13328.346302916665
26_7_2013-04-05,18160.58102916667
26_7_2013-04-12,15763.542443779772
26_7_2013-04-19,16267.967490416662
26_7_2013-04-26,13459.288098511905
26_7_2013-05-03,12077.929962777778
26_7_2013-05-10,11576.739231488094
26_7_2013-05-17,12982.724799642852
26_7_2013-05-24,15351.820256785697
26_7_2013-05-31,15588.8522175
26_7_2013-06-07,14631.076377738094
26_7_2013-06-14,15445.961292738102
26_7_2013-06-21,17829.371664970247
26_7_2013-06-28,16982.58871875002
26_7_2013-07-05,20590.5615239881
26_7_2013-07-12,15937.45289546537
26_7_2013-07-19,15345.364820595236
26_7_2013-07-26,13863.864855357142
26_8_2012-11-02,30359.23665910714
26_8_2012-11-09,29246.805722499994
26_8_2012-11-16,27728.96686809524
26_8_2012-11-23,27668.66539458335
26_8_2012-11-30,29909.63817613092
26_8_2012-12-07,30819.757204166643
26_8_2012-12-14,30208.649482500026
26_8_2012-12-21,37115.98745720234
26_8_2012-12-28,26621.958801666675
26_8_2013-01-04,28768.957835863082
26_8_2013-01-11,26821.187446904783
26_8_2013-01-18,27299.445179404764
26_8_2013-01-25,27253.635995000004
26_8_2013-02-01,31364.1798683631
26_8_2013-02-08,30455.630053452358
26_8_2013-02-15,29435.156156369045
26_8_2013-02-22,27968.631219345232
26_8_2013-03-01,30380.786890595227
26_8_2013-03-08,29527.76098830357
26_8_2013-03-15,28703.04954720236
26_8_2013-03-22,27368.603691488097
26_8_2013-03-29,27882.515974821457
26_8_2013-04-05,29598.803750773808
26_8_2013-04-12,27363.03478622024
26_8_2013-04-19,26640.350561468265
26_8_2013-04-26,26473.277311825383
26_8_2013-05-03,28679.192559563504
26_8_2013-05-10,27163.1212979762
26_8_2013-05-17,26892.355892956355
26_8_2013-05-24,26594.302534791677
26_8_2013-05-31,27206.08732717263
26_8_2013-06-07,28470.74150371031
26_8_2013-06-14,27045.86511719245
26_8_2013-06-21,26629.161186220248
26_8_2013-06-28,28559.12861583336
26_8_2013-07-05,28688.585857800335
26_8_2013-07-12,28464.00202385373
26_8_2013-07-19,28105.426732619046
26_8_2013-07-26,27799.325655803572
26_9_2012-11-02,14810.94630446429
26_9_2012-11-09,15855.883984285712
26_9_2012-11-16,12846.60612928572
26_9_2012-11-23,15341.238703333334
26_9_2012-11-30,12163.013486666663
26_9_2012-12-07,12108.81053416667
26_9_2012-12-14,15300.140946458328
26_9_2012-12-21,24607.468137916665
26_9_2012-12-28,11229.407989940479
26_9_2013-01-04,9256.203908660715
26_9_2013-01-11,7762.707876785707
26_9_2013-01-18,7730.569138511906
26_9_2013-01-25,7422.442384761907
26_9_2013-02-01,7281.403433283727
26_9_2013-02-08,8378.445429672616
26_9_2013-02-15,9106.208413392858
26_9_2013-02-22,8225.677871130953
26_9_2013-03-01,8523.064966845237
26_9_2013-03-08,8171.731242023814
26_9_2013-03-15,8877.771472857137
26_9_2013-03-22,10069.5925772132
26_9_2013-03-29,10823.598792916673
26_9_2013-04-05,11730.391531428562
26_9_2013-04-12,12437.52862803571
26_9_2013-04-19,13640.681064494052
26_9_2013-04-26,14473.909473630953
26_9_2013-05-03,15283.782281381677
26_9_2013-05-10,14963.258325585306
26_9_2013-05-17,17482.97280788961
26_9_2013-05-24,25105.32908269842
26_9_2013-05-31,25400.539684345244
26_9_2013-06-07,21220.096010595233
26_9_2013-06-14,22599.288270952384
26_9_2013-06-21,27450.91362458332
26_9_2013-06-28,26933.4383182738
26_9_2013-07-05,31110.13212279762
26_9_2013-07-12,24219.64445139881
26_9_2013-07-19,23556.049410089287
26_9_2013-07-26,24322.218480922613
26_10_2012-11-02,10145.082235000003
26_10_2012-11-09,9327.727003333335
26_10_2012-11-16,7934.508128392859
26_10_2012-11-23,11037.346191249999
26_10_2012-11-30,10173.496980952386
26_10_2012-12-07,11453.853543095238
26_10_2012-12-14,12927.026812351185
26_10_2012-12-21,18064.26157380952
26_10_2012-12-28,10670.580256190475
26_10_2013-01-04,8888.030183333336
26_10_2013-01-11,7264.769489999998
26_10_2013-01-18,8255.832553095237
26_10_2013-01-25,8414.709591666664
26_10_2013-02-01,8808.626756587302
26_10_2013-02-08,8504.728204702382
26_10_2013-02-15,8196.979276041662
26_10_2013-02-22,8028.370378085314
26_10_2013-03-01,8548.125694166669
26_10_2013-03-08,8176.054214523809
26_10_2013-03-15,8994.249648224211
26_10_2013-03-22,9285.897119732148
26_10_2013-03-29,8762.556167708337
26_10_2013-04-05,9483.230376527785
26_10_2013-04-12,8788.353201160713
26_10_2013-04-19,8893.032835922619
26_10_2013-04-26,9439.816523035719
26_10_2013-05-03,10143.799370684526
26_10_2013-05-10,10082.602792162694
26_10_2013-05-17,11348.6385193254
26_10_2013-05-24,12513.39004736111
26_10_2013-05-31,12286.704682261905
26_10_2013-06-07,10669.247647202379
26_10_2013-06-14,11014.869220416665
26_10_2013-06-21,11863.237278829363
26_10_2013-06-28,12145.962686210325
26_10_2013-07-05,12926.416558452378
26_10_2013-07-12,11408.567555962298
26_10_2013-07-19,11260.471233571425
26_10_2013-07-26,12332.889697559533
26_11_2012-11-02,15127.035850833334
26_11_2012-11-09,13391.189960178566
26_11_2012-11-16,12363.015693244044
26_11_2012-11-23,15279.555923035725
26_11_2012-11-30,14802.73790571428
26_11_2012-12-07,16135.92363944445
26_11_2012-12-14,15686.280112499995
26_11_2012-12-21,18305.304190833333
26_11_2012-12-28,11528.704321250001
26_11_2013-01-04,12060.728410476182
26_11_2013-01-11,11370.880711845237
26_11_2013-01-18,11635.766137738105
26_11_2013-01-25,11270.409629345246
26_11_2013-02-01,11370.125853333337
26_11_2013-02-08,11241.581882619052
26_11_2013-02-15,11028.664998670634
26_11_2013-02-22,10329.483427867064
26_11_2013-03-01,10712.623146190483
26_11_2013-03-08,9356.955625416658
26_11_2013-03-15,9305.945728750004
26_11_2013-03-22,9454.967327559529
26_11_2013-03-29,10017.887762023815
26_11_2013-04-05,9443.884436517861
26_11_2013-04-12,9240.92089095238
26_11_2013-04-19,9957.14675138889
26_11_2013-04-26,9460.399741785714
26_11_2013-05-03,11128.84420577381
26_11_2013-05-10,10647.037188392862
26_11_2013-05-17,11033.942212132935
26_11_2013-05-24,19140.12300425596
26_11_2013-05-31,18226.87352375
26_11_2013-06-07,14218.253629940475
26_11_2013-06-14,12147.84611413691
26_11_2013-06-21,22535.980894444463
26_11_2013-06-28,16929.68117599208
26_11_2013-07-05,22800.196458234117
26_11_2013-07-12,15373.80903408731
26_11_2013-07-19,20321.72993598214
26_11_2013-07-26,11986.999752011188
26_12_2012-11-02,3612.4483042261877
26_12_2012-11-09,3727.262079702379
26_12_2012-11-16,3424.972734999997
26_12_2012-11-23,2805.105434523809
26_12_2012-11-30,2834.5794466666675
26_12_2012-12-07,2780.0942093452386
26_12_2012-12-14,2628.279869345235
26_12_2012-12-21,2422.3637499404763
26_12_2012-12-28,1770.3489208333338
26_12_2013-01-04,2537.4325358928554
26_12_2013-01-11,2447.524898749998
26_12_2013-01-18,2528.6419583928564
26_12_2013-01-25,2408.9220977976197
26_12_2013-02-01,3020.6132822619047
26_12_2013-02-08,2918.8123398710327
26_12_2013-02-15,3199.536381746031
26_12_2013-02-22,3008.466683511904
26_12_2013-03-01,3008.949252083334
26_12_2013-03-08,3535.7679489682537
26_12_2013-03-15,4032.3035198611115
26_12_2013-03-22,4222.721645505957
26_12_2013-03-29,3884.945668720239
26_12_2013-04-05,4170.159025178571
26_12_2013-04-12,3854.789929469696
26_12_2013-04-19,4615.245771190477
26_12_2013-04-26,4937.952734126985
26_12_2013-05-03,5230.19867315476
26_12_2013-05-10,5191.809239523809
26_12_2013-05-17,5410.599024315473
26_12_2013-05-24,5849.039167410714
26_12_2013-05-31,5981.446029910712
26_12_2013-06-07,5824.612627738095
26_12_2013-06-14,5973.546701398809
26_12_2013-06-21,5334.894185297619
26_12_2013-06-28,5131.914558392864
26_12_2013-07-05,5833.39895404762
26_12_2013-07-12,5986.56403404762
26_12_2013-07-19,5563.303891904759
26_12_2013-07-26,6090.20364234127
26_13_2012-11-02,21268.145194940476
26_13_2012-11-09,21480.598017440487
26_13_2012-11-16,19813.931433571426
26_13_2012-11-23,18675.908897261896
26_13_2012-11-30,19432.46642261905
26_13_2012-12-07,19349.0420054762
26_13_2012-12-14,17972.906456845223
26_13_2012-12-21,18560.00431065477
26_13_2012-12-28,17688.992677499995
26_13_2013-01-04,21337.76465982142
26_13_2013-01-11,19468.65822607145
26_13_2013-01-18,18776.217891408734
26_13_2013-01-25,18178.44509166665
26_13_2013-02-01,21094.731677648808
26_13_2013-02-08,20409.252660178587
26_13_2013-02-15,20194.432878392836
26_13_2013-02-22,20351.179209523812
26_13_2013-03-01,22109.080494801576
26_13_2013-03-08,21037.74616997024
26_13_2013-03-15,20439.75483761905
26_13_2013-03-22,19523.13594511906
26_13_2013-03-29,19573.823679642872
26_13_2013-04-05,21502.885196696414
26_13_2013-04-12,19783.095104047614
26_13_2013-04-19,20045.632072678567
26_13_2013-04-26,19709.708962083336
26_13_2013-05-03,21742.98106386904
26_13_2013-05-10,20502.618489563498
26_13_2013-05-17,20886.970569583325
26_13_2013-05-24,21400.50402767856
26_13_2013-05-31,21534.942511984118
26_13_2013-06-07,22331.298285000004
26_13_2013-06-14,20846.709668839285
26_13_2013-06-21,20187.480865535726
26_13_2013-06-28,21682.459345992065
26_13_2013-07-05,22226.744855982135
26_13_2013-07-12,22215.151274553562
26_13_2013-07-19,21788.33610655755
26_13_2013-07-26,22051.85712434524
26_14_2012-11-02,10183.802809345256
26_14_2012-11-09,10497.051874226203
26_14_2012-11-16,12135.667593333334
26_14_2012-11-23,28960.70164851191
26_14_2012-11-30,20770.7952705357
26_14_2012-12-07,18431.5393339881
26_14_2012-12-14,24410.49796529764
26_14_2012-12-21,41639.44993041667
26_14_2012-12-28,14585.068689404781
26_14_2013-01-04,9412.173304166661
26_14_2013-01-11,8309.13443875
26_14_2013-01-18,7593.895354791666
26_14_2013-01-25,7860.639988636372
